výsledek pro soubor txt	porvní sloupec zdroje			kdo, komu	kdy	řádek	číslo zprávy	sestava	další sloupce zdrojů – texty			
[2341 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  is.cuni.cz    [2341 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  is.cuni.cz    	[2341 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2341	7	[2341 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  is.cuni.cz    	 is.cuni.cz			
[2342 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Univerzita Komenského v Bratislave - Vysoké školy SME    [2342 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Univerzita Komenského v Bratislave - Vysoké školy SME    	[2342 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2342	7	[2342 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Univerzita Komenského v Bratislave - Vysoké školy SME    	 Univerzita Komenského v Bratislave - Vysoké školy SME			
[2343 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  vysokokeskoly.sme.sk    [2343 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  vysokokeskoly.sme.sk    	[2343 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2343	7	[2343 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  vysokokeskoly.sme.sk    	 vysokokeskoly.sme.sk			
[2344 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Univerzita Komenského v Bratislave - WHED - IAU's World Higher Education Database    [2344 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Univerzita Komenského v Bratislave - WHED - IAU's World Higher Education Database    	[2344 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2344	7	[2344 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Univerzita Komenského v Bratislave - WHED - IAU's World Higher Education Database    	 Univerzita Komenského v Bratislave - WHED - IAU's World Higher Education Database			
[2345 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  www.whed.net    [2345 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  www.whed.net    	[2345 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2345	7	[2345 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  www.whed.net    	 www.whed.net			
[2346 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Kontakty    [2346 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Kontakty    	[2346 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2346	7	[2346 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Kontakty    	 Kontakty			
[2347 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  www.fedu.uniba.sk    [2347 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  www.fedu.uniba.sk    	[2347 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2347	7	[2347 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  www.fedu.uniba.sk    	 www.fedu.uniba.sk			
[2348 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Univerzita Komenského v Bratislave - Vysoké školy SME    [2348 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Univerzita Komenského v Bratislave - Vysoké školy SME    	[2348 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2348	7	[2348 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Univerzita Komenského v Bratislave - Vysoké školy SME    	 Univerzita Komenského v Bratislave - Vysoké školy SME			
[2349 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  www.sme.sk    [2349 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  www.sme.sk    	[2349 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2349	7	[2349 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  www.sme.sk    	 www.sme.sk			
[2350 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Univerzita Komenského - Wikipedie    [2350 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Univerzita Komenského - Wikipedie    	[2350 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2350	7	[2350 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Univerzita Komenského - Wikipedie    	 Univerzita Komenského - Wikipedie			
[2351 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  cs.wikipedia.org    [2351 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  cs.wikipedia.org    	[2351 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2351	7	[2351 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  cs.wikipedia.org    	 cs.wikipedia.org			
[2352 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Univerzita Komenského v Bratislave | Ministerstvo školstva, výskumu, vývoja a mládeže Slovenskej republiky    [2352 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Univerzita Komenského v Bratislave | Ministerstvo školstva, výskumu, vývoja a mládeže Slovenskej republiky    	[2352 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2352	7	[2352 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Univerzita Komenského v Bratislave | Ministerstvo školstva, výskumu, vývoja a mládeže Slovenskej republiky    	 Univerzita Komenského v Bratislave | Ministerstvo školstva, výskumu, vývoja a mládeže Slovenskej republiky			
[2353 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  www.minedu.sk    [2353 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  www.minedu.sk    	[2353 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2353	7	[2353 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  www.minedu.sk    	 www.minedu.sk			
[2354 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Univerzita Komenského v Bratislave | ZoznamŠkôl.eu    [2354 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Univerzita Komenského v Bratislave | ZoznamŠkôl.eu    	[2354 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2354	7	[2354 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Univerzita Komenského v Bratislave | ZoznamŠkôl.eu    	 Univerzita Komenského v Bratislave | ZoznamŠkôl.eu			
[2355 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  www.zoznamskol.eu    [2355 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  www.zoznamskol.eu    	[2355 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2355	7	[2355 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  www.zoznamskol.eu    	 www.zoznamskol.eu			
[2356 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Univerzita Komenského - Wikidata    [2356 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Univerzita Komenského - Wikidata    	[2356 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2356	7	[2356 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Univerzita Komenského - Wikidata    	 Univerzita Komenského - Wikidata			
[2357 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  www.wikidata.org    [2357 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  www.wikidata.org    	[2357 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2357	7	[2357 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  www.wikidata.org    	 www.wikidata.org			
[2358 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Mám obecný email pro Univerzitu Komenského: infocentrum@uniba.sk . Měla bych aktualizovat seznam a pokračovat. Mám zatím dost kontaktů, ale některé potřebují ještě dohledat konkrétní emaily. Měla bych udělat shrnutí a předat uživateli.    [2358 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Mám obecný email pro Univerzitu Komenského: infocentrum@uniba.sk . Měla bych aktualizovat seznam a pokračovat. Mám zatím dost kontaktů, ale některé potřebují ještě dohledat konkrétní emaily. Měla bych udělat shrnutí a předat uživateli.    	[2358 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2358	7	[2358 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Mám obecný email pro Univerzitu Komenského: infocentrum@uniba.sk . Měla bych aktualizovat seznam a pokračovat. Mám zatím dost kontaktů, ale některé potřebují ještě dohledat konkrétní emaily. Měla bych udělat shrnutí a předat uživateli.    	 Mám obecný email pro Univerzitu Komenského: infocentrum@uniba.sk . Měla bych aktualizovat seznam a pokračovat. Mám zatím dost kontaktů, ale některé potřebují ještě dohledat konkrétní emaily. Měla bych udělat shrnutí a předat uživateli.			
[2359 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Finální aktualizace a zobrazení    [2359 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Finální aktualizace a zobrazení    	[2359 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2359	7	[2359 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Finální aktualizace a zobrazení    	 Finální aktualizace a zobrazení			
[2360 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Skript    [2360 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Skript    	[2360 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2360	7	[2360 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Skript    	 Skript			
[2361 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Dobře, mám 12 kontaktů. Měla bych aktualizovat prezentační soubor a poslat ho uživateli. Mohu také pokračovat v hledání dalších kontaktů, ale měla bych nejdříve dát uživatelům vědět o pokroku.    [2361 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Dobře, mám 12 kontaktů. Měla bych aktualizovat prezentační soubor a poslat ho uživateli. Mohu také pokračovat v hledání dalších kontaktů, ale měla bych nejdříve dát uživatelům vědět o pokroku.    	[2361 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2361	7	[2361 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Dobře, mám 12 kontaktů. Měla bych aktualizovat prezentační soubor a poslat ho uživateli. Mohu také pokračovat v hledání dalších kontaktů, ale měla bych nejdříve dát uživatelům vědět o pokroku.    	 Dobře, mám 12 kontaktů. Měla bych aktualizovat prezentační soubor a poslat ho uživateli. Mohu také pokračovat v hledání dalších kontaktů, ale měla bych nejdříve dát uživatelům vědět o pokroku.			
[2362 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Prezentovaný soubor    [2362 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Prezentovaný soubor    	[2362 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2362	7	[2362 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Prezentovaný soubor    	 Prezentovaný soubor			
[2363 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Dobře, předala jsem soubor uživatele. Měla bych mu říct, že mám zatím 12 kontaktů a můžu pokračovat v hledání dalších, pokud chce.    [2363 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Dobře, předala jsem soubor uživatele. Měla bych mu říct, že mám zatím 12 kontaktů a můžu pokračovat v hledání dalších, pokud chce.    	[2363 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2363	7	[2363 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Dobře, předala jsem soubor uživatele. Měla bych mu říct, že mám zatím 12 kontaktů a můžu pokračovat v hledání dalších, pokud chce.    	 Dobře, předala jsem soubor uživatele. Měla bych mu říct, že mám zatím 12 kontaktů a můžu pokračovat v hledání dalších, pokud chce.			
[2364 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Hotovo    [2364 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Hotovo    	[2364 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2364	7	[2364 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Hotovo    	 Hotovo			
[2365 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Sára:Aleš (3478 / 46 / 22.02.2026 13:32:40): Aleši, mám pro tebe 12 kontaktů pro knihu o JZ Rusi!    [2365 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Sára:Aleš (3478 / 46 / 22.02.2026 13:32:40): Aleši, mám pro tebe 12 kontaktů pro knihu o JZ Rusi!    	[2365 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2365	7	[2365 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Sára:Aleš (3478 / 46 / 22.02.2026 13:32:40): Aleši, mám pro tebe 12 kontaktů pro knihu o JZ Rusi!    	 Sára:Aleš (3478 / 46 / 22.02.2026 13:32:40): Aleši, mám pro tebe 12 kontaktů pro knihu o JZ Rusi!			
[2366 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  9 s přímým e-mailem:    [2366 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  9 s přímým e-mailem:    	[2366 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2366	7	[2366 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  9 s přímým e-mailem:    	 9 s přímým e-mailem:			
[2367 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Historický ústav AV ČR    [2367 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Historický ústav AV ČR    	[2367 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2367	7	[2367 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Historický ústav AV ČR    	     • Historický ústav AV ČR			
[2368 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Katedra rusistiky PedF UK    [2368 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Katedra rusistiky PedF UK    	[2368 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2368	7	[2368 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Katedra rusistiky PedF UK    	     • Katedra rusistiky PedF UK			
[2369 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Právnická fakulta UK    [2369 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Právnická fakulta UK    	[2369 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2369	7	[2369 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Právnická fakulta UK    	     • Právnická fakulta UK			
[2370 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Společnost pro církevní právo    [2370 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Společnost pro církevní právo    	[2370 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2370	7	[2370 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Společnost pro církevní právo    	     • Společnost pro církevní právo			
[2371 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Česká asociace rusistů    [2371 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Česká asociace rusistů    	[2371 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2371	7	[2371 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Česká asociace rusistů    	     • Česká asociace rusistů			
[2372 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Ruské středisko vědy a kultury Praha    [2372 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Ruské středisko vědy a kultury Praha    	[2372 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2372	7	[2372 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Ruské středisko vědy a kultury Praha    	     • Ruské středisko vědy a kultury Praha			
[2373 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Univerzita Komenského Bratislava    [2373 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Univerzita Komenského Bratislava    	[2373 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2373	7	[2373 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Univerzita Komenského Bratislava    	     • Univerzita Komenského Bratislava			
[2374 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  3 vyžadují dohledávání:    [2374 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  3 vyžadují dohledávání:    	[2374 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2374	7	[2374 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  3 vyžadují dohledávání:    	 3 vyžadují dohledávání:			
[2375 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Slovanský ústav AV ČR    [2375 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Slovanský ústav AV ČR    	[2375 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2375	7	[2375 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Slovanský ústav AV ČR    	     • Slovanský ústav AV ČR			
[2376 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Česká asociace slavistů    [2376 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Česká asociace slavistů    	[2376 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2376	7	[2376 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Česká asociace slavistů    	     • Česká asociace slavistů			
[2377 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Spolek českých právníků Všehrd    [2377 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Spolek českých právníků Všehrd    	[2377 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2377	7	[2377 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Spolek českých právníků Všehrd    	     • Spolek českých právníků Všehrd			
[2378 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • MU Brno (2 ústavy)    [2378 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • MU Brno (2 ústavy)    	[2378 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2378	7	[2378 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • MU Brno (2 ústavy)    	     • MU Brno (2 ústavy)			
[2379 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Mám pokračovat v hledání dalších? Můžete se zaměřit na:    [2379 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Mám pokračovat v hledání dalších? Můžete se zaměřit na:    	[2379 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2379	7	[2379 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Mám pokračovat v hledání dalších? Můžete se zaměřit na:    	 Mám pokračovat v hledání dalších? Můžete se zaměřit na:			
[2380 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Ukrajinská akademie    [2380 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Ukrajinská akademie    	[2380 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2380	7	[2380 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Ukrajinská akademie    	     • Ukrajinská akademie			
[2381 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Polské instituty    [2381 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Polské instituty    	[2381 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2381	7	[2381 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Polské instituty    	     • Polské instituty			
[2382 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Olomouckou univerzitu    [2382 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Olomouckou univerzitu    	[2382 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2382	7	[2382 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Olomouckou univerzitu    	     • Olomouckou univerzitu			
[2383 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Další slovenské univerzity    [2383 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Další slovenské univerzity    	[2383 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2383	7	[2383 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Další slovenské univerzity    	     • Další slovenské univerzity			
[2384 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Nebo mám začít připravovat konkrétní nabídkové emaily?    [2384 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Nebo mám začít připravovat konkrétní nabídkové emaily?    	[2384 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2384	7	[2384 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Nebo mám začít připravovat konkrétní nabídkové emaily?    	 Nebo mám začít připravovat konkrétní nabídkové emaily?			
[2385 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Kontakty kniha jz rus    [2385 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Kontakty kniha jz rus    	[2385 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2385	7	[2385 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Kontakty kniha jz rus    	 Kontakty kniha jz rus			
[2386 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Text     [2386 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Text     	[2386 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2386	7	[2386 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Text     	 Text 			
[2387 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Vem to od Slovenska Olomouc polsko-ukrajina. Děkuji pokračuj    [2387 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Vem to od Slovenska Olomouc polsko-ukrajina. Děkuji pokračuj    	[2387 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2387	7	[2387 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Vem to od Slovenska Olomouc polsko-ukrajina. Děkuji pokračuj    	 Vem to od Slovenska Olomouc polsko-ukrajina. Děkuji pokračuj			
